years,renewable.CleanEnergySimpleTechno,fossil.FossilSimpleTechno,carbon_capture.direct_air_capture.DirectAirCaptureTechno,carbon_capture.flue_gas_capture.FlueGasTechno,carbon_storage.CarbonStorageTechno
2069,210.7046107093456,310.11482086507414,630.8775661090805,614.5867620268555,519.5013442107964
2070,215.79676779207722,308.30154614236045,610.2808329235905,596.6566870159534,496.21706520191674
2071,224.91364381787852,310.65882575935194,587.4651667503999,577.1659232987026,471.09747129591415
2072,237.60564396463,316.75420784534776,562.7444620416354,556.3039356018178,444.44909232417876
2073,253.4231734102128,326.1552405296472,536.432613249423,534.2601886520123,416.5784581180995
2074,271.9166373325074,338.42947194154885,508.8435148258889,511.22414717600026,387.79209850906597
2075,292.6364409093949,353.14445021035226,480.29106122315926,487.3852759004957,358.3965433284675
2076,315.13298931875596,369.8677234653564,451.0891468933603,462.93303955221216,328.6983224076933
2077,338.95668773847143,388.1668398358601,421.5516662886187,438.0569028578642,299.0039655781332
2078,363.6579413464224,407.60934745116293,391.99251386106016,412.94633054416533,269.6200026711763
2079,388.78715532048903,427.7627944405634,362.7255840628114,387.7907873378298,240.85296351821225
2080,413.8947348385528,448.1947289333611,334.06477134599845,362.77973796557137,213.00937795063035
2081,438.53108507849436,468.4726990588549,306.3239701627474,338.1026471541038,186.39577579981972
2082,462.24661121819423,488.1642529463438,279.81707496518476,313.9489796301413,161.31868689717018
2083,484.5917184355337,506.8369387251271,254.85798020543652,290.50820012039765,138.08464107407082
2084,505.1168119083932,524.0583045245037,231.76058033562936,267.9697733515871,117.00016816191139
2085,523.4909766333066,539.5227105945859,210.77501383342133,246.50977824708204,98.31546425107287
2086,539.8580168814183,553.4317656687385,191.89639527859936,226.25075051688958,82.05539046790348
2087,554.480416742526,566.1138906011404,175.056083276483,207.3018400676762,68.18847419774373
2088,567.6206603064275,577.8975062459696,160.18543643239116,189.77219680610773,56.68324282593351
2089,579.5412316629196,589.111033457404,147.21581335164316,173.7709706388502,47.50822373781315
2090,590.5046149018003,600.082893089622,136.07857263955808,159.40731147256972,40.63194431872273
2091,600.7732941128668,611.1415059968018,126.705072901455,146.79036921393208,36.02293195400236
2092,610.6097533859166,622.6152930331218,119.02667274265333,136.02929376960364,33.649714028992314
2093,620.2764768107477,634.8326750527602,112.97473076847209,127.23323504625016,33.48081792903269
2094,630.0359484771569,648.1220729098952,108.48060558423055,120.51134295053791,35.48477103946367
2095,640.150652474942,662.811907458705,105.47565579524783,115.97276738913278,39.630100745625406
2096,650.8830728939005,679.2305995533679,103.89124000684309,113.72665826870079,45.885334432858095
2097,662.4956938238299,697.7065700480621,103.65871682433556,113.88216549590803,54.21899948650182
2098,675.2509993545278,718.5682397969662,104.7094448530444,116.54843897742055,64.59962329189689
2099,689.4114735757912,742.1440296542576,106.97478269828875,121.83462861990427,76.99573323438325
2100,705.2396005774181,768.7623604741152,110.38608896538783,129.8498843300253,91.37585669930118
