years,renewable.CleanEnergySimpleTechno,fossil.FossilSimpleTechno,carbon_capture.direct_air_capture.DirectAirCaptureTechno,carbon_capture.flue_gas_capture.FlueGasTechno,carbon_storage.CarbonStorageTechno
2071,134.15487315807684,327.8699321990813,266.2377999615862,306.1670134336851,259.94854348522614
2072,142.54149848787725,331.49482171633554,252.3638447217424,291.3280335706044,245.91720715261758
2073,152.55029686540405,336.87067270064045,237.71737147541086,275.75485931271714,231.1423510972712
2074,163.93514336074506,343.74188639612714,222.47192343968186,259.6194581285669,215.79683006075038
2075,176.44991304398854,351.8528640469269,206.80104383164547,243.093797486697,200.05349878461857
2076,189.8484809852224,360.948006897171,190.87827586839188,226.34984485565096,184.08521201043908
2077,203.8847222545346,370.77171619099056,174.87716276701155,209.5595677039724,168.06482447977558
2078,218.3125119220134,381.0683931725169,158.97124774459428,192.8949335002046,152.16519093419114
2079,232.88572505774655,391.582439085881,143.33407401823067,176.52790971289122,136.55916611524958
2080,247.35823673182227,402.0582551752143,128.13918480501073,160.63046381057575,121.41960476451416
2081,261.48392201432864,412.24024268464797,113.56012332202451,145.37456326180143,106.91936162354808
2082,275.01665597535333,421.872802858313,99.77043278636243,130.93217553511198,93.23129143391512
2083,287.71031368498484,430.70033694034083,86.94365641511453,117.4752680990507,80.52824893717842
2084,299.31877021331087,438.46724617486257,75.25333742537116,105.17580842216134,68.98308887490161
2085,309.657796085145,444.98026243993627,64.83574023124419,94.16871952050468,58.73208196873895
2086,318.7907436442019,450.29544014932674,55.678014034932396,84.44074660021182,49.76516286070835
2087,326.8428606889221,454.5311643507262,47.730029235656616,75.94159041493157,42.035682172918946
2088,333.9393950177457,457.8058200918264,40.941656232637314,68.62095171831244,35.496990527479525
2089,340.2055944291129,460.23779242031895,35.26276542509524,62.42853126400315,30.10243854649914
2090,345.76670672146406,461.94546638389585,30.643227212250974,57.314029805652304,25.805376852086674
2091,350.74797969323936,463.0472270302489,27.032911993325115,53.227148096908486,22.559156066351033
2092,355.27466114287904,463.66145940707,24.381690167538373,50.11758689142045,20.317126811401238
2093,359.4719988688235,463.9065485620511,22.639432134111324,47.93504694283675,19.032639709346174
2094,363.46524066951275,463.90087954288384,21.756008292264646,46.629229004806106,18.65904538229482
2095,367.37963434338724,463.7628373972602,21.68128904121894,46.1498338309771,19.149694452356087
2096,371.3404276888871,463.6108071728719,22.36514478019485,46.44656217499839,20.457937541638938
2097,375.47286850445266,463.5631739174109,23.757445908413004,47.46911479051862,22.53712527225229
2098,379.90220458852434,463.7383226785691,25.808062825094066,49.167192431186464,25.340608266305136
2099,384.75368373954194,464.25463850403816,28.466865929458613,51.49049585065049,28.821737145906337
2100,390.15255375594603,465.23050644151004,31.683725620727316,54.388725802559385,32.93386253316488
